qid,query,word_count,length_bin
7590,في أي عام ولد فلاديمير لينين؟,6,Medium (4-8)
7594,أين تقع جزيرة إلبا ؟,5,Medium (4-8)
7597,أين وقع اغتيال عماد مغنية أحد قادة حزب الله اللبناني ؟,11,Long (9+)
7599,ما هو الفوتون؟,3,Short (1-3)
7603,هل يمكن أن يولد الجنين مصاباً باليرقان؟,7,Medium (4-8)
7605,متى بدأ بناء جدار برلين؟,5,Medium (4-8)
7613,من هي المرأة التي أكلت كبد عم الرسول حمزة؟,9,Long (9+)
7615,متى إنتهى العصر الفيكتوري ؟,5,Medium (4-8)
7616,هل يتركب الكروموسوم من الحمض النووي؟,6,Medium (4-8)
7618,ما نسبة  المسيحية في سوريا؟,5,Medium (4-8)
7623,كم عدد العظام في جمجمة الإنسان؟,6,Medium (4-8)
7625,من مؤلف رواية الشياطين؟,4,Medium (4-8)
7633,أين ظهرت الديانة المسيحية ؟,5,Medium (4-8)
7634,متى تأسست الدولة السودانية؟,4,Medium (4-8)
7638,ما هو أول ديوان لعباس محمود العقاد؟,7,Medium (4-8)
7654,أين تقع مدينة كامبريدج؟,4,Medium (4-8)
7655,ما هو العَجُز؟,3,Short (1-3)
7666,كم تبلغ مساحة كوريا الجنوبية؟,5,Medium (4-8)
7667,ما هو الامن الغذائي؟,4,Medium (4-8)
7671,من هو الأمين العام الثامن للأمم المتحدة؟,7,Medium (4-8)
7673,من تولى تدريب المنتخب المغربي في كاس امم افريقيا في 2017؟,11,Long (9+)
7679,ماهي مساحة جنوب السودان ؟,5,Medium (4-8)
7684,ماهو أول فلم أنتجته شركة مارفل؟,6,Medium (4-8)
7688,أين تقع مدينة جيلان ؟,5,Medium (4-8)
7698,ما هي الابر الصينية ؟,5,Medium (4-8)
7701,ما معنى كلمة التوراة بالعبرية؟,5,Medium (4-8)
7708,أين ولد أبو محمد عز الدين عبد العزيز بن عبد السلام ؟,12,Long (9+)
7713,من هي هيلين في إلياذة هوميروس؟,6,Medium (4-8)
7718,ما هي كربونات البوتاسيوم؟,4,Medium (4-8)
7723,متى صدر فيلم الذبابة؟,4,Medium (4-8)
7724,متى تأسس التلفزيون الكويتي؟,4,Medium (4-8)
7733,ماهو اسم النيزك الذي سقط في روسيا عام 2013؟,9,Long (9+)
7737,أين تقع شرم الشيخ ؟,5,Medium (4-8)
7742,اين توجد كنيسة القيامة؟,4,Medium (4-8)
7749,ما هو قمر لنايل سات؟,5,Medium (4-8)
7754,كم دامت الإمبراطورية العثمانية؟,4,Medium (4-8)
7765,من كتب رؤاية  100 عام من العزلة؟,7,Medium (4-8)
7769,إلى من يعود اكتشاف التحلل الإشعاعي؟,6,Medium (4-8)
7781,ما هو الرنين المغناطيسي؟,4,Medium (4-8)
7792,ما هي مساحة الدارفور؟,4,Medium (4-8)
7801,من هو صاحب كتاب آراء أهل المدينة الفاضلة؟,8,Medium (4-8)
7805,متى حكم فرنسا نابليون بونابرت؟,5,Medium (4-8)
7806,هل نظام الحكم في النرويج ملكي؟,6,Medium (4-8)
7807,في اي عام دخلت المسيحية إلى هولندا؟,7,Medium (4-8)
7809,ما هي الهضبة ؟,4,Medium (4-8)
7812,اين تمت اتفاقيات إيفيان؟,4,Medium (4-8)
7819,هل ولادة الطفل عن عمر أقل من 37 أسبوعًا يدعى ولادة المبكرة ؟,13,Long (9+)
7821,أين تقع مدينة هرموبوليس؟,4,Medium (4-8)
7823,من هو مؤلف رواية مدن الملح؟,6,Medium (4-8)
7837,ما هو البرلمان أو مجلس النواب؟,6,Medium (4-8)
7842,"متى تم عرض مسلسل ""في جعبتي حكاية"" الكرتوني ؟",9,Long (9+)
7843,من هو يشوعداد المروزي؟,4,Medium (4-8)
7863,في أي عام تأسست صحيفة التايمز؟,6,Medium (4-8)
7864,متى ولد العباس بن عبد المطلب الهاشمي ؟,8,Medium (4-8)
7865,"من مؤلف رواية "" لا أنام "" ؟",8,Medium (4-8)
7870,متى تنازل الرئيس السابق حسني مبارك عن السلطة؟,8,Medium (4-8)
7889,ما جنسية أسامة بن لادن؟,5,Medium (4-8)
7890,أين تقع بوركينا فاسو؟,4,Medium (4-8)
7891,كم يبلغ تعداد سكان داغستان ؟,6,Medium (4-8)
7898,ما هي جنسية عالم الفلك أوربان لوفيرييه؟,7,Medium (4-8)
7903,من هو الاندرتيكر ؟,4,Medium (4-8)
7912,ما هي البلطجة؟,3,Short (1-3)
7913,من هو إقليدس؟,3,Short (1-3)
7915,متى حدثة الأزمة الإقتصادية في اليونان ؟,7,Medium (4-8)
7916,في أي عام تأسس برنامج الامم المتحدة الانمائي؟,8,Medium (4-8)
7918,متى حاز رامي مالك على جائزة الأوسكار لأفضل ممثل؟,9,Long (9+)
7919,ما هى جنسية آشانتي شيكويا ؟,6,Medium (4-8)
7931,كم عدد الحلقات المدبلجة من مسلسل الرسوم المتحركة فلة والأقزام السبعة؟,11,Long (9+)
7935,من هو فردريك بانتنغ؟,4,Medium (4-8)
7938,ما هي لغة نيكولاس كوبرنيكوس الأم ؟,7,Medium (4-8)
7939,ماهي مساحة جمهورية الدومنيكان ؟,5,Medium (4-8)
7943,متى انتج فيلم أبولو 13 ؟,6,Medium (4-8)
7944,ما هي جنسية الشاعر آدم ميتسكيفيتش؟,6,Medium (4-8)
7950,ما هي المدينة الفاضلة؟,4,Medium (4-8)
7953,من قام بتأليف مانغا بوروتو ؟,6,Medium (4-8)
7957,ما هو ضمور العضلات ؟,5,Medium (4-8)
7974,في أي مدينة بحرينية تقع كنيسة القلب المقدس؟,8,Medium (4-8)
7978,من هو والد هرقل بحسب الاساطير اليونانية؟,7,Medium (4-8)
7980,اين تقع جزيرة بالاوان؟,4,Medium (4-8)
7981,أين تقع تلال كويوت؟,4,Medium (4-8)
7982,"من هو مؤلف كتاب ""السيرة النبوية""؟",6,Medium (4-8)
7986,من هم الشعوب الجرمانية؟,4,Medium (4-8)
7995,من أول من استخدم النار؟,5,Medium (4-8)
7996,متى اكتشف  البلاتين لأول مرة؟,5,Medium (4-8)
8000,اين توجد جزيرة ايبيزا؟,4,Medium (4-8)
8016,متى إنقرض  طائر الدودو؟,4,Medium (4-8)
8022,ما هو هرمون الأندروجين؟,4,Medium (4-8)
8031,أين ولد هوغو تشافيز ؟,5,Medium (4-8)
8036,ما هو الرقم الذري للكربون؟,5,Medium (4-8)
8041,متى تم عرض اول موسم من مسلسل طاش ما طاش ؟,11,Long (9+)
8056,متى تأسست جريدة أخبار الأدب؟,5,Medium (4-8)
8057,من هي قبائل قحطان؟,4,Medium (4-8)
8058,متى حدثت الحرب الفرنسية البروسية؟,5,Medium (4-8)
8059,متى توفي  عبد السلام محمد عارف الجميلي ؟,8,Medium (4-8)
8065,متى وقعت الحرب الكمبودية الفيتنامية؟,5,Medium (4-8)
8066,متى تأسس حزب الحرية والتضامن في تركيا ؟,8,Medium (4-8)
8073,ما هي الاشتراكية الليبرتارية ؟,5,Medium (4-8)
8077,ما أصل مسلسل وادي الذئاب؟,5,Medium (4-8)
8082,ما هي اللغة الرسمية في أرمينيا؟,6,Medium (4-8)
8083,من هو مؤسس شركة نوكيا؟,5,Medium (4-8)
8085,هل إرتفاع الحرارة من علامات حمى الوادي المتصدع؟,8,Medium (4-8)
8089,من هو المدير التنفيذي الحالي لشركة مايكروسوفت ؟,8,Medium (4-8)
8099,من هو علي بن محمد السمري؟,6,Medium (4-8)
8106,متى غادر العثمانيون الأراضي العربية ؟,6,Medium (4-8)
8124,في أي فترة جرت الإبادة الجماعية لليهود (الهولوكوست)؟,8,Medium (4-8)
8125,ما نسبة  المسيحية في روسيا  حاليا؟,6,Medium (4-8)
8127,أين تقع  مدينة معان؟,4,Medium (4-8)
8132,ما هي قناة فالوب ؟,5,Medium (4-8)
8134,كم عدد فصوص الغدة النخامية؟,5,Medium (4-8)
8137,ما هي الفلسفة المادية؟,4,Medium (4-8)
8138,اين توجد شلالات نياغرا؟,4,Medium (4-8)
8148,من هو جوناثان غود؟,4,Medium (4-8)
8149,كم عدد  إصدارات بروتوكول معلومات التوجيه؟,6,Medium (4-8)
8153,ما هي ريفييرا البحر الأحمر؟,5,Medium (4-8)
8163,أين يقع جسر السلطان محمد الفاتح؟,6,Medium (4-8)
8165,كم يبلغ وزن الحوت الأزرق البالغ ؟,7,Medium (4-8)
8182,متى قتل العقيد معمر القذافي؟,5,Medium (4-8)
8187,في أي عام  تأسست اللجنة الدولية للصليب الأحمر؟,8,Medium (4-8)
8201,من هي الشركة المنتجة لفيلم الأميرة والضفدع؟,7,Medium (4-8)
8210,كم يبلغ طول سمندل الأوروبي البالغ ؟,7,Medium (4-8)
8212,متى تمت  كتابة الدستور الجزائري ؟,6,Medium (4-8)
8216,في أي قارة تقع جمهورية بوروندي؟,6,Medium (4-8)
8221,من  فاز بالدوري الأنجليزي الممتازلكرة القدم لسنة 2018؟,8,Medium (4-8)
8226,من مخترع الطابعة الليزرية ؟,5,Medium (4-8)
8228,متى انتهت الثورة السورية الكبرى؟,5,Medium (4-8)
8232,أين تقع مدينة كرمان ؟,5,Medium (4-8)
8237,ما هو الحيوان الوحيد الذي له عظام على رأسه؟,9,Long (9+)
8240,ماهي المناعة  في جسم الإنسان؟,5,Medium (4-8)
8241,متى تم بناء كنيسة نوتردام ؟,6,Medium (4-8)
8247,ما هو مرض البهاق؟,4,Medium (4-8)
8250,متى إعتنق الإمبراطور قسطنطين الديانة المسيحية ؟,7,Medium (4-8)
8252,من هو مؤلف كتاب الشفق؟,5,Medium (4-8)
8253,من هو الإله آمون؟,4,Medium (4-8)
8255,من هو رئيس جمهورية هندوراس ؟,6,Medium (4-8)
8257,متى تم إنشاء البنك المركزي الأوروبي؟,6,Medium (4-8)
8258,من هو الإمام محمد الباقر؟,5,Medium (4-8)
8264,lما هي النواة ؟,4,Medium (4-8)
8265,ماهى مساحة إنسبروك ؟,4,Medium (4-8)
8276,ما هو التامور؟,3,Short (1-3)
8280,من هو أنس بن سيرين الأنصاري؟,6,Medium (4-8)
8281,من مؤسس الضباط الوطنيين أوالأحرار في العراق؟,7,Medium (4-8)
8287,ما هو أول ميترو في العالم؟,6,Medium (4-8)
8292,ما هو كسوف الشمس؟,4,Medium (4-8)
8293,أين يقع  هرم خوفو ؟,5,Medium (4-8)
8295,هل يوجد فرق بين وظائف الدماغ الايمن و الايسر؟,9,Long (9+)
8306,هل يمكن ان تعيش الخنافس في الماء؟,7,Medium (4-8)
8312,من هو مانويل فراغا؟,4,Medium (4-8)
8314,من هم اطراف الصراع في الحرب الاهلية الامريكية؟,8,Medium (4-8)
8316,من هو أول مؤرخ عربي؟,5,Medium (4-8)
8317,ما هي اللافلزات في الكيمياء؟,5,Medium (4-8)
8318,متى ولد مارتن لوثر؟,4,Medium (4-8)
8319,في أي عام تم وعد بلفور؟,6,Medium (4-8)
8321,أين تقع مدينة سبتة ؟,5,Medium (4-8)
8322,ما هو اللحوح ؟,4,Medium (4-8)
8326,من هي ابنة زيوس المفضلة؟,5,Medium (4-8)
8333,ما هي اتفاقات الهدنة 1949 ؟,6,Medium (4-8)
8336,متى تأسست  جامعة سلامنكا؟,4,Medium (4-8)
8338,من هو مخرج فليم أنمي كاري كانو؟,7,Medium (4-8)
8340,متى تم إنشاء مسجد سليم الأول في تركيا؟,8,Medium (4-8)
8345,ما هي البرمجيات التطبيقية؟,4,Medium (4-8)
8350,ما هي مساحة هوليوود؟,4,Medium (4-8)
8355,من هم البرجوازيون في فرنسا؟,5,Medium (4-8)
8356,من مؤلف الروايات المقتبس منها مسلسل لعبة العروش؟,8,Medium (4-8)
8379,ماهي وظيفة الطبلة في الاذن ؟,6,Medium (4-8)
8383,متى وصل الإسلام إلي الأندلس ؟,6,Medium (4-8)
8384,ماهو بروتكول آي بي في 4 ؟,7,Medium (4-8)
8385,ماذا يحد إريتريا شمالاً؟,4,Medium (4-8)
8386,متى تأسست مملكة أستورياس؟,4,Medium (4-8)
8389,ما هو القمر الطبيعي؟,4,Medium (4-8)
8390,متى تأسس النادي الإفريقي التونسي؟,5,Medium (4-8)
8396,متى ولدة جانيت جوزيف ؟,5,Medium (4-8)
8397,متى ولد المغني محمد عبده؟,5,Medium (4-8)
8401,اين ولد موسوليني ؟,4,Medium (4-8)
8414,متى تم بناء البانثيون ؟,5,Medium (4-8)
8415,ماهى اللغة المتكلم بها في البرتغال ؟,7,Medium (4-8)
8417,ما هو أربعاء الرماد؟,4,Medium (4-8)
8418,ما هو عدد العناصر في الجدول الدوري؟,7,Medium (4-8)
8421,ما مساحة  دولة إريتريا؟,4,Medium (4-8)
8428,هل تؤدي الاصابة بالالتهاب الرئوي الى صعوبة في عملية التنفس؟,10,Long (9+)
8432,من هو آل كابون ؟,5,Medium (4-8)
8440,ما هي متلازمة استوكهولم؟,4,Medium (4-8)
8443,أين تقع البنغلاديش ؟,4,Medium (4-8)
8464,كم يبلغ طول سكة مترو الجزائر ؟,7,Medium (4-8)
8469,أين تقع شبه جزيرة سيناء؟,5,Medium (4-8)
8473,متى تم بناء قصر فيرساي ؟,6,Medium (4-8)
8487,متى كانت أول قمة عربية؟,5,Medium (4-8)
8490,ما هو الدي ان آيه ؟,6,Medium (4-8)
8491,من هو يوليوس قيصر؟,4,Medium (4-8)
8493,متى قام ابن كثير بوضع كتاب (البداية والنهاية)؟,8,Medium (4-8)
8495,من كان بابا الكنيسة الكاثوليكية عام 1993 ؟,8,Medium (4-8)
8503,أين يقع جبل سنجار؟,4,Medium (4-8)
8508,اين توجد مدينة كيرلا؟,4,Medium (4-8)
8512,في أي قرن بدأت الحروب النابليونية؟,6,Medium (4-8)
8520,متى سيطر تنظيم الدولة على الموصل ؟,7,Medium (4-8)
8521,ما هي الوحدة الخطية؟,4,Medium (4-8)
8522,متى تأسست مدينة دبي؟,4,Medium (4-8)
8523,اين يوجد مضيق البوسفور؟,4,Medium (4-8)
8526,أين تقع قلعة العقبة؟,4,Medium (4-8)
8527,ما هو البيون؟,3,Short (1-3)
8528,من هو مصطفى صادق الرافعي؟,5,Medium (4-8)
8531,ما هو الستيرويد؟,3,Short (1-3)
8540,هل ينقل عظم الركاب الذبذبات إلى القوقعة مباشرة؟,8,Medium (4-8)
8544,أين تقع الغدة الصنوبرية؟,4,Medium (4-8)
8552,ما هي الأزدرخت؟,3,Short (1-3)
8559,ما هو الكولوسيوم أو ما يسمى المدرج الفلافي؟,8,Medium (4-8)
8564,متى حدثة غزوة الخندق ؟,5,Medium (4-8)
8571,في أي عام قامت ألمانيا النازية باحتلال هولندا؟,8,Medium (4-8)
8573,ما هو السوبرانو؟,3,Short (1-3)
8574,في أي عام  تأسست منظمة الدول المصدرة للنفط أوبك؟,9,Long (9+)
8578,ما هو طريق الحرير؟,4,Medium (4-8)
8579,ما هي الصدقة الجارية في الإسلام؟,6,Medium (4-8)
8586,متى توفي ألفريد دريفوس؟,4,Medium (4-8)
8588,ما هي قبيلة الأشاعرة؟,4,Medium (4-8)
8590,متى إندلعت حرب العاشر من رمضان ؟,7,Medium (4-8)
8593,من بنى أبو الهول؟,4,Medium (4-8)
8597,من هم البناؤون الاحرار؟,4,Medium (4-8)
8599,كم عدد طبقات الجلد؟,4,Medium (4-8)
8605,متى بدأت آنجلينا جولي التمثيل؟,5,Medium (4-8)
8606,ما هو الفورمالديهايد؟,3,Short (1-3)
8610,متى تأسست شركة روتانا؟,4,Medium (4-8)
8613,اين يقع ميناء المخا؟,4,Medium (4-8)
8622,هل غوغل هو محرك بحث؟,5,Medium (4-8)
8625,متى ولد جورج بوش الأب ؟,6,Medium (4-8)
8628,كم عدد آيات سورة الجاثية؟,5,Medium (4-8)
8642,كم موسم تم عرضه من مسلسل ديرديفيل ؟,8,Medium (4-8)
8651,متى تأسست الدولة العثمانية ؟,5,Medium (4-8)
8652,من هو ادونيس ؟,4,Medium (4-8)
8659,متى تم تأسيس الجيش السعودي؟,5,Medium (4-8)
8660,أين ولد ميغيل بريمو دي ريفيرا ؟,7,Medium (4-8)
8661,أين تقع حديقة بلتشلي؟,4,Medium (4-8)
8664,من هو زينون الرواقي؟,4,Medium (4-8)
8669,هل الفيروسات النباتية تسبب الأنفلونزا؟,5,Medium (4-8)
8673,من هو بوريس يلتسن؟,4,Medium (4-8)
8679,متى بدأت الحرب الأهلية الفنلندية؟,5,Medium (4-8)
8680,ما هي المادة التي تستخدم في صناعة الاسلاك ؟,9,Long (9+)
8682,من هو اسد الدين شيركوه ؟,6,Medium (4-8)
8684,ما هو القانون الدولي؟,4,Medium (4-8)
8705,ما هو طول نهر المسيسيبي؟,5,Medium (4-8)
8709,ما هي الفدرالية؟,3,Short (1-3)
8711,من هو لويس الرابع (الإمبراطور الروماني المقدس)؟,7,Medium (4-8)
8717,متى تم كتابة مانغا وان بيس ؟,7,Medium (4-8)
8720,متى ولدت كاثرين دوقة كامبريدج؟,5,Medium (4-8)
8721,متى تم الاعتراف الدولي بإسرائيل ؟,6,Medium (4-8)
8730,من هو آخر أباطرة روسيا؟,5,Medium (4-8)
8731,من هو جيمس باركنسون؟,4,Medium (4-8)
8739,ما هي نمور التاميل؟,4,Medium (4-8)
8746,ما هي عاصمة جمهورية بيلاروسيا؟,5,Medium (4-8)
8753,من ألف كتاب نظام الطبيعة؟,5,Medium (4-8)
8757,ماهى مساحة جمهورية كوسوفو ؟,5,Medium (4-8)
8761,في أي عام منحت جائزة وولف في الرياضيات لأول مرة؟,10,Long (9+)
8766,ما هي جنسية المغنية سيلين ديون ؟,7,Medium (4-8)
8779,ما معنى النازية؟,3,Short (1-3)
8781,من هو يعقوب آغا؟,4,Medium (4-8)
8797,إلى أي عام يعود تاريـخ الهواتف النقالة؟,7,Medium (4-8)
8799,ما هي أقدم جامعة في اسكتلندا؟,6,Medium (4-8)
8802,ما هي الثورة البلشفية ؟,5,Medium (4-8)
8806,لماذا استلمت اليابان في العرب العالمية الثانية ؟,8,Medium (4-8)
8809,ما هو النظام الإداري للدولة التونسية؟,6,Medium (4-8)
8820,متى تأسست شبكة فوكس التلفزيونية؟,5,Medium (4-8)
8825,متي تحصلت جمهورية كولومبيا علي إستقلالها ؟,7,Medium (4-8)
8830,متى ولد حسن نصر الله ؟,6,Medium (4-8)
8833,ماهو تعداد سكان طرابلس الشرق ؟,6,Medium (4-8)
8835,أين تقع قلعة هوهنتسولرن؟,4,Medium (4-8)
8836,من هو مؤلف مسرحية الفلاح البائس؟,6,Medium (4-8)
8840,هل كان يلقب مايكل جاكسون ب ملك البوب؟,8,Medium (4-8)
8843,أين تقع محافظة البقاع ؟,5,Medium (4-8)
8849,اين تقع جزر الكناري ؟,5,Medium (4-8)
8856,ما هو مرض أديسون؟,4,Medium (4-8)
8857,أين تقع مدينة ميونخ؟,4,Medium (4-8)
8864,ان يوجد اكبر منجم للألماس ؟,6,Medium (4-8)
8870,"من هو مخرج فيلم ""لوف""؟",5,Medium (4-8)
8873,ما هي عاصمة بنما؟,4,Medium (4-8)
8888,متى تأسست جمعية الاتحاد العثماني؟,5,Medium (4-8)
8895,إلى أي مدينة ينتمي حنبعل؟,5,Medium (4-8)
8896,من رئيس جمهورية الأوروغواي؟,4,Medium (4-8)
8903,متى ولد محمد بن الحسن الثاني بن محمد الخامس ؟,10,Long (9+)
8904,هل يعد الزمخشري من رواد فكر المعتزلة؟,7,Medium (4-8)
8913,هل تمنح المانيا الجنسية للاجئين ؟,6,Medium (4-8)
8918,متى وقعت معركة رأس العش؟,5,Medium (4-8)
8922,متى شارك المنتخب المغربي في كاس العالم أول مرة؟,9,Long (9+)
8923,أين تقع مدينة الكرنك؟,4,Medium (4-8)
8924,ما هو سبب صدأ الحديد؟,5,Medium (4-8)
8929,ما هي وظيفة القلب في الجسم؟,6,Medium (4-8)
8937,كم ركعة بصلاة العيد؟,4,Medium (4-8)
8942,متى قامت أول إنتخابات تشريعية في ليبيا ؟,8,Medium (4-8)
8943,هل أندونيسيا بلد مسلم؟,4,Medium (4-8)
8947,ما هي جنسية الروائي هرمان ملفيل؟,6,Medium (4-8)
8950,ماهو تاريخ إعلان الإمبراطورية اليابانية الحرب على جمهورية الصين في الحرب العالمية الثانية؟؟,13,Long (9+)
8954,ما هو الجين؟,3,Short (1-3)
8957,متى ظهر المذهب الزيدي في اليمن؟,6,Medium (4-8)
8960,من هو ليون تروتسكي؟,4,Medium (4-8)
8963,في اي عام حصل الطبيب  فردريك بانتنغ على جائزة نوبل في الطب؟,12,Long (9+)
8968,متى ولد الشاعر عنترة بن شداد؟,6,Medium (4-8)
8971,من هو حزقيال؟,3,Short (1-3)
8984,في أي عام ولد فرانسيس فوكوياما؟,6,Medium (4-8)
8986,متى صدر فلم (لعبة التزييف)؟,5,Medium (4-8)
8997,في أي عام تأسست مجلة فوربس؟,6,Medium (4-8)
8999,إلى أي عام يعود تاريخ شركة سوبارو؟,7,Medium (4-8)
9002,ما معنى النَّوْءِ ؟,4,Medium (4-8)
9004,في أي عام حدث تصادم سفينتين محملتين بالبترول في مضيق إسطنبول (البوسفور)؟,12,Long (9+)
9009,أين تقع إيران جغرافيا؟,4,Medium (4-8)
9011,كم عدد الجزر البحرينية؟,4,Medium (4-8)
9013,متى إنفصلت جنوب السودان عن السودان ؟,7,Medium (4-8)
9021,متى بني مرصد تقي الدين الفلكي الأسطنبولي؟,7,Medium (4-8)
9022,من هو محمد الفاتح ؟,5,Medium (4-8)
9027,كم تبعد مدينة رام الله عن القدس؟,7,Medium (4-8)
9033,ما هو غاز النشادر ؟,5,Medium (4-8)
9035,ما هي عملية بيرل هاربر ؟,6,Medium (4-8)
9036,ما هي رقصة الهارلم شيك؟,5,Medium (4-8)
9055,كم تبعد غزة على القدس؟,5,Medium (4-8)
9056,ما هو نبات قصب السكر؟,5,Medium (4-8)
9063,من هو أرمينيوس؟,3,Short (1-3)
9068,ما أصل اللغة الفرنسية؟,4,Medium (4-8)
9070,ما أصل ديكارت؟,3,Short (1-3)
9073,كم عدد الوان علم مملكة ليسوتو ؟,7,Medium (4-8)
9080,ماهى العلاقات التجارية التركية-الليبية ؟,5,Medium (4-8)
9081,ماهى فرقة الكرَّاميَّة ؟,4,Medium (4-8)
9092,متى كتب صلاح الإمام كتاب أشهر الثورات في التاريخ ؟,10,Long (9+)
9096,من الصقالبة ؟,3,Short (1-3)
9098,متى استلم الرئيس التركي رجب طيب أردوغان رئاسة تركيا؟,9,Long (9+)
9109,في أي عام انضم ديفيد لويز لنادي تشيلسي الانجليزي لكرة القدم؟,11,Long (9+)
9113,كم عدد الجزر التابعة للكويت ؟,6,Medium (4-8)
9116,متى تم غزو البلقان من العثمانيين؟,6,Medium (4-8)
9120,كم يبلغ حجم المبيض؟,4,Medium (4-8)
9121,ما هي الرابطة الهانزية؟,4,Medium (4-8)
9124,متى بدأ العصر البرونزي ؟,5,Medium (4-8)
9129,متى فتح العرب إسبانيا؟,4,Medium (4-8)
9130,ما هو الحجر الصحي ؟,5,Medium (4-8)
9133,متى تأسس حزب البعث العربي الاشتراكي - قطر اليمن؟,9,Long (9+)
9136,ما هو معدل الخصوبة الكلي؟,5,Medium (4-8)
9138,ما هي كتلة الوفاء للمقاومة؟,5,Medium (4-8)
9142,أين يقع قصر المصمك؟,4,Medium (4-8)
9145,كم دام  فريق البي جيز؟,5,Medium (4-8)
9154,ما هي العلوم المريميّة؟,4,Medium (4-8)
9155,من هو مبتكر شخصية سوبرمان؟,5,Medium (4-8)
9156,ما هي اعلى قمة جبلية في المغرب؟,7,Medium (4-8)
9160,متى وقعت معركة حطين؟,4,Medium (4-8)
9161,من هو الممثل الذي أدى دور المجاهد عمر المختارفي فيلم أسد الصحراء؟,12,Long (9+)
9171,كم المدة التي حكم فيها الملك فيصل العراق؟,8,Medium (4-8)
9186,من هو دونالد ديفيس؟,4,Medium (4-8)
9194,متى تكونت  الدولة الهولندية؟,4,Medium (4-8)
9198,متى ولدت آجاثا كريستي ؟,5,Medium (4-8)
9206,ماهو محفز الإلبان البشري المشيمي ؟,6,Medium (4-8)
9210,متى ولد جون فوربس ناش؟,5,Medium (4-8)
9218,أين تقع إمبراطورية المغول؟,4,Medium (4-8)
9233,متى ولد الممثل ياسين بقوش؟,5,Medium (4-8)
9237,متى بنيت مدينة دبي؟,4,Medium (4-8)
9240,من هو مخترع المنطاد؟,4,Medium (4-8)
9272,أين ولد مصطفى كمال أتاتورك ؟,6,Medium (4-8)
9287,من هو أرتق بن أكسب؟,5,Medium (4-8)
9289,من خلف الملك فهد بن عبد العزيز بعد وفاته ؟,10,Long (9+)
9290,من هو المعروف بأب دولة إسرائيل؟,6,Medium (4-8)
9292,كم عدد آيات سورة الحديد؟,5,Medium (4-8)
9295,من هو مؤلف كتاب لا تحزن؟,6,Medium (4-8)
9296,ما هي الدولة الأرتقية؟,4,Medium (4-8)
9298,أين دفن عبد الله بن عمر بن الخطاب ؟,9,Long (9+)
9300,أين ولد اي. يورنر جودمان ؟,6,Medium (4-8)
9302,متى تم ظهور متجر جوجل بلاي للتطبيقات؟,7,Medium (4-8)
9303,ما هي التاي تشي؟,4,Medium (4-8)
9308,كم عدد أفراد  فرقة  المونكيز؟,5,Medium (4-8)
9320,ما هي اكبر مدن بنما ؟,6,Medium (4-8)
9326,هل الشمس نجم؟,3,Short (1-3)
9334,ما هو ديوان المظالم في المملكة العربية السعودية؟,8,Medium (4-8)
9338,ما هي الثيوقراطية؟,3,Short (1-3)
9340,أين توفي محمد بن جرير الطبري؟,6,Medium (4-8)
9349,هل مرض التهاب القولون التقرحي هو مرض مزمن؟,8,Medium (4-8)
9354,متى وقعت معاهدة الطائف بين السعودية واليمن ؟,8,Medium (4-8)
9367,في اي ولاية امريكية يتواجد الأميش؟,6,Medium (4-8)
9370,أين تقع جامعة لستر؟,4,Medium (4-8)
9380,كم عدد المشاركين في الألعاب الأولمبية؟,6,Medium (4-8)
9385,في أي عام تأسست صحيفة ذا ديلي تليغراف البريطانية؟,9,Long (9+)
9388,ما هو الصمّام؟,3,Short (1-3)
9393,من هو اللاعب الايطالي الذي تسبب بطرد زين الدين زيدان في نهائي كأس العالم 2006؟,15,Long (9+)
9395,ما أول حضارة كانت في لبنان؟,6,Medium (4-8)
9406,من هو ابن النفيس؟,4,Medium (4-8)
9407,متى تأسس موقع ويكيليكس؟,4,Medium (4-8)
9412,من بنى إمبراطورية الإنكا؟,4,Medium (4-8)
9415,من هو يورغن هابرماس؟,4,Medium (4-8)
9418,هل كبريتات المغنيسيوم  مركب غير عضوي؟,6,Medium (4-8)
9424,ماذا كان اسم خطيب القديسة مريم العذراء؟,7,Medium (4-8)
9427,من هو عبيد الله بن زياد؟,6,Medium (4-8)
9432,أين ولد ياسرعرفات؟,3,Short (1-3)
9443,مامقدار زكاة  الفطر ؟,4,Medium (4-8)
9451,من هم المتنورون؟,3,Short (1-3)
9455,أين تقع مدينة المدائن  أو سلمان باك؟,7,Medium (4-8)
9457,كم تبلغ مساحة ويلز؟,4,Medium (4-8)
9458,من هو هنري غراي؟,4,Medium (4-8)
9462,أين يقع ممر التنمية والتعمير في الصحراء الغربية ؟,9,Long (9+)
9472,من هو ريتشارد اروين رود؟,5,Medium (4-8)
9476,أين تأسست  جماعة الإخوان المسلمين؟,5,Medium (4-8)
9483,ماهو تعداد سكان بورما ؟,5,Medium (4-8)
9491,ما هو اقصى تردد صوتي يمكن ان يسمعة الانسان؟,9,Long (9+)
9492,متى تحالفت دول الحلفاء ضد دول المحور؟,7,Medium (4-8)
9496,متى ولد محمد شفيع اوكاروي ؟,6,Medium (4-8)
9497,ماهى أكبر دولة في شبه الجزيرة العربية ؟,8,Medium (4-8)
9498,كم تبلغ مساحة قصرالعظم؟,4,Medium (4-8)
9505,متى تأسس الحزب الديمقراطي الكردستاني؟,5,Medium (4-8)
